Root Length Diameter Range 1 (px),Root Length Diameter Range 2 (px),Root Length Diameter Range 3 (px),Root Length Diameter Range 4 (px),Root Length Diameter Range 5 (px),folder,file
0.0,7.0,0.0,0.0,0.0,S2307,S2307_003.png
0.0,4.82842712474619,0.0,0.0,0.0,S2307,S2307_004.png
0.0,11.82842712474619,0.0,0.0,0.0,S2307,S2307_005.png
0.0,19.82842712474619,1.4142135623730951,0.0,0.0,S2307,S2307_006.png
0.0,35.55634918610404,27.899494936611667,0.0,0.0,S2307,S2307_007.png
0.0,41.071067811865476,55.2842712474619,0.0,0.0,S2307,S2307_008.png
0.0,30.242640687119284,39.21320343559643,2.0,0.0,S2307,S2307_009.png
0.0,50.55634918610404,26.14213562373095,0.0,0.0,S2307,S2307_010.png
0.0,24.242640687119284,2.8284271247461903,0.0,0.0,S2307,S2307_011.png
0.0,13.242640687119286,4.82842712474619,0.0,0.0,S2307,S2307_012.png
0.0,27.071067811865476,15.727922061357857,2.0,0.0,S2307,S2307_013.png
0.0,69.38477631085023,41.8700576850888,0.0,0.0,S2307,S2307_014.png
0.0,48.89949493661167,58.35533905932738,5.414213562373095,0.0,S2307,S2307_015.png
0.0,72.55634918610404,44.45584412271571,4.414213562373095,0.0,S2307,S2307_016.png
0.0,67.14213562373095,89.39696961967,0.0,0.0,S2307,S2307_017.png
0.0,80.21320343559643,79.59797974644667,5.242640687119285,0.0,S2307,S2307_018.png
0.0,89.38477631085024,120.05382386916239,0.0,0.0,S2307,S2307_019.png
0.0,96.11269837220809,127.95331880577405,5.0,0.0,S2307,S2307_020.png
0.0,103.76955262170047,114.05382386916237,0.0,0.0,S2307,S2307_021.png
0.0,101.04163056034261,104.9827560572969,0.0,0.0,S2307,S2307_022.png
0.0,113.5269119345812,70.42640687119285,5.82842712474619,0.0,S2307,S2307_023.png
0.0,98.62741699796952,83.15432893255071,6.414213562373095,3.414213562373095,S2307,S2307_024.png
0.0,82.38477631085024,93.5685424949238,12.48528137423857,0.0,S2307,S2307_025.png
0.0,88.79898987322333,84.08326112068524,4.414213562373095,0.0,S2307,S2307_026.png
0.0,87.38477631085024,81.25483399593904,0.0,0.0,S2307,S2307_027.png
0.0,103.21320343559643,54.2842712474619,11.242640687119286,0.0,S2307,S2307_028.png
0.0,106.62741699796952,45.04163056034262,6.414213562373095,0.0,S2307,S2307_029.png
0.0,104.55634918610404,59.941125496954285,6.0,0.0,S2307,S2307_030.png
0.0,123.52691193458118,48.698484809834994,0.0,0.0,S2307,S2307_031.png
0.0,111.11269837220809,63.76955262170047,0.0,0.0,S2307,S2307_032.png
0.0,133.01219330881975,42.45584412271571,2.414213562373095,0.0,S2307,S2307_033.png
0.0,116.2842712474619,52.8700576850888,0.0,0.0,S2307,S2307_034.png
0.0,111.2842712474619,73.87005768508881,0.0,0.0,S2307,S2307_035.png
